Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee
523127595;TAPHINAUD SEVERINE NOTAIRE;57 RUE CONSTANT RAGOT BP 34;41110;SAINT AIGNAN SUR CHER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
390777605;TARTAS ALAIN;PLACE ROYALE BP 2;40240;LABASTIDE D´ARMAGNAC;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
481385821;TATA COMMUNICATIONS (FRANCE) SAS;66 AVENUE CHARLES DE GAULLE;92200;NEUILLY SUR SEINE;6201Z Programmation, conseil et autres activités informatiques;MUTUALISE;Etendue
307278200;TATAT GACHOD NOTAIRES ASSOCIES;28, AVENUE GEORGES POMPIDOU;89104;SENS CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
338642820;TAUPIN;59 RUE ARISTIDE BRIAND;14800;TOUQUES;4671Z Autres commerces de gros spécialisés;MUTUALISE;Etendue
804951226;TAXI SMART;21 CHEMIN DE FABRES;33370;TRESSES;4932Z Autres transports terrestres de voyageurs;EXTERNE;Etendue
315906925;TCIN;12 RUE DES METIERS - BP 35;14123;CORMELLES LE ROYAL;"2550A ""Forge, emboutissage, estampage ; métallurgie des poudres""";INTERNE;Etendue
483820270;TD CONSULTING;33 PLACE CARRIERE;54000;NANCY;;EXTERNE;Etendue
817460801;TDC DATA;64 BOULEVARD DE CAMBRAI;59100;ROUBAIX;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";EXTERNE;Etendue
490623659;TEAMLINKS;83 BOULEVRAD DU MONTPARNASSE;75006;PARIS;7022Z Conseil de gestion;MUTUALISE;Etendue
408296648;TECH UP;IMMEUBLE PÉLE SUD - 22 RUE SEGUIN;69002;LYON;8559A Autres activités d'enseignement;MUTUALISE;Etendue
388035107;TECHMAN INDUSTRIE;36 BD DES OCEANS;13009;MARSEILLE CEDEX 9;7112B Activités d'architecture et d'ingénierie;PROFESSIONNEL;Etendue
864801378;TECHNA;LES LANDES DE BAUCHE - ROUTE DE ST ETIENNE DE MONTLUC - BP 10;44220;COUERON;1091Z Fabrication d'aliments pour animaux;INTERNE;Etendue
327125027;TECHNI-MURS;47 AVE DE L'OCCITANIE CAP SUD;36250;ST MAUR;4329A Travaux d'installation électrique, plomberie et autres travaux d'installation;MUTUALISE;Etendue
338656903;TECHNI-MURS 18;16 R CHARLES DURAND ZA PIPACT;18000;BOURGES;4399A Autres travaux de construction spécialisés;MUTUALISE;Etendue
331888347;TECHNI-MURS 37;RUE LOUISE DE VILMORIN ZAC DES FOUGEROLLES;37700;LA VILLE AUX DAMES;4334Z Travaux de finition;MUTUALISE;Etendue
795148113;TECHNI-MURS 41;28 AVE ROBERT SCHUMAN;41000;BLOIS;4331Z Travaux de finition;MUTUALISE;Etendue
441941614;TECHNI-MURS 44;4 RUE OLYMPE DE GOUGE;44800;ST HERBLAIN;4399A Autres travaux de construction spécialisés;MUTUALISE;Etendue
399051366;TECHNI-MURS 45;ZA, 10 RUE DE LA MOUCHETIERE;45140;INGRE;4399A Autres travaux de construction spécialisés;MUTUALISE;Etendue
750411241;TECHNI-MURS 78;29 RUE DES MOUSSETTES;78730;ST ARNOULT EN YVELINES;4331Z Travaux de finition;MUTUALISE;Etendue
429073273;TECHNI-MURS DEVELOPPEMENT;47 AVENUE DE L'OCCITANIE CAP SUD;36250;ST MAUR;4649Z Commerce de gros de biens domestiques;INTERNE;Etendue
333773174;TECHNICOLOR;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7010Z Activités des sièges sociaux;INTERNE;Etendue
797830106;TECHNICOLOR ANIMATION PRODUCTIONS;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;5911A Activités cinématographiques, vidéo et de télévision;MUTUALISE;Etendue
793108564;TECHNICOLOR CONNECTED HOME RENNES;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
390546059;TECHNICOLOR DELIVERY TECHNOLOGIES;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;4652Z Commerce de gros d'équipements de l'information et de la communication;MUTUALISE;Etendue
415296607;TECHNICOLOR DISTRIBUTION SERVICES FRANCE;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;4614Z Intermédiaires du commerce de gros;MUTUALISE;Etendue
530248905;TECHNICOLOR ENTERTAINMENT SERVICES FRANCE;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;5912Z Activités cinématographiques, vidéo et de télévision;MUTUALISE;Etendue
341399558;TECHNICOLOR R&D FRANCE;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
530248921;TECHNICOLOR TECHNOLOGY LICENSING;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7740Z Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;MUTUALISE;Etendue
487709065;TECHNICOLOR TRADEMARK MANAGEMENT;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7010Z Activités des sièges sociaux;MUTUALISE;Générale
589803261;TECHNIP;89 AVENUE DE LA GRANDE ARMEE;75116;PARIS;7010Z Activités des sièges sociaux;MUTUALISE;Etendue
493345755;TECHNIP CORPORATE SERVICES;89 AVENUE DE LA GRANDE ARMEE;75116;PARIS;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
428574248;TECHNIP EUROCASH;89, AVENUE DE LA GRANDE ARMEE;75116;PARIS;8299Z Activités de soutien aux entreprises n.c.a.;MUTUALISE;Etendue
391637865;TECHNIP FRANCE;6/8 ALLEE DE L'ARCHE - FAUBOURG DE L'ARCHE - ZAC DANTON;92400;COURBEVOIE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
308529890;TECHNIP MINES;40 RUE JEAN JAURES LES MERCURIALES;93176;BAGNOLET CEDEX;7112B Activités d'architecture et d'ingénierie;PROFESSIONNEL;Etendue
620500900;TECHNIP NORMANDIE;PAT LA VATINE14 RUE LINUS CARL PAULING;76130;MONT-SAINT-AIGNAN;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
349428755;TECHNIP TPS;3 RUE DES CHARRONS ESPACE HADRIEN;31700;BLAGNAC;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
334306172;TECHNIQUES DE DIFFUSION DE COMMUNICATIONS;ZAC DE LA BUTTE GAYEN 3 AVENUE DES ERABLES;94440;SANTENY;5912Z Activités cinématographiques, vidéo et de télévision;INTERNE;Etendue
349936674;TECHNODES SAS;RUE DU CHATEAU;78930;GUERVILLE;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
518259064;TECHNODOM;92 BOULEVARD DE LA CHAPELLE;75018;PARIS;4399C Autres travaux de construction spécialisés;EXTERNE;Etendue
710802547;TECHNOFAN;10 PLACE MARCEL DASSAULT  ZONE D'ACTIVITE COMMERCIAL DU GRAND NOBLE BP 53;31700;BLAGNAC;2825Z Fabrication d'autres machines d'usage général;MUTUALISE;Etendue
378558050;TECHNOLOGIA;42 RUE DE PARADIS;75010;PARIS;7112B Activités d'architecture et d'ingénierie;INTERNE;Etendue
316357334;TECHNOLOGIE SERVIER;25/27 RUE EUGÈNE VIGNAT;45000;ORLÉANS;7219Z Recherche-développement en sciences physiques et naturelles;MUTUALISE;Etendue
419706636;TECHNOPOLIS FRANCE;55 RUE DES PETITES ECURIES;75010;PARIS;7112B Activités d'architecture et d'ingénierie;INTERNE;Générale
333784767;TECI ET COMPAGNIE;8 AVENUE DELCASSE;75008;PARIS;6820B Location et exploitation de biens immobiliers propres ou loués;MUTUALISE;Etendue
542065057;TEGE;PARC D'ACTIVITE LA HAIE GRISELLE, 4 RUE DES SABLONS 4 RUE DES SABLONS;94470;BOISSY SAINT LEGER;6202A Programmation, conseil et autres activités informatiques;INTERNE;Etendue
521474445;TEHTRI-SECURITY;13-15 RUE TAITBOUT;75009;PARIS;6202A Programmation, conseil et autres activités informatiques;INTERNE;Générale
804410355;TEKHNAI;75 RUE DES CORDELIERS;13100;AIX EN PROVENCE;7022Z Conseil de gestion;INTERNE;Etendue
411759962;TELCITE;1 AVENUE MONTAIGNE;93167;NOISY LE GRAND;7739Z Location et location-bail d'autres machines, équipements et biens;MUTUALISE;Etendue
500065040;TELDIS;143-147 RUE BERTHELOT;69007;LYON;4711B Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
180092025;TELECOM BRETAGNE - INSTITUT MINES TELECOM;TECHNOPOLE BREST IROISE CS 83818;29283;BREST - CEDEX 3;8542Z Enseignement supérieur et post-secondaire non supérieur;INTERNE;Générale
180092025;TELECOM PARISTECH;46 RUE BARRAULT;75634;PARIS CEDEX 13;8542Z Enseignement supérieur et post-secondaire non supérieur;INTERNE;Etendue
332276880;TELEFUN;37 BIS RUE GRENETA;75002;PARIS;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";INTERNE;Partielle
069502433;TELEM SAS;16 RUE DE L'ETANG;38620;GIERES;3320D Installation de machines et d'équipements industriels;PROFESSIONNEL;Etendue
380265082;TELEM TELESURVEILLANCE SAS;41 BOULEVARD DE L'EUROPE;13127;VITROLLES;8010Z Activités de sécurité privée;PROFESSIONNEL;Etendue
353380793;TELEPERFORMANCE FRANCE;12/14 RUE SARAH BERNHARDT;92600;ASNIERES SUR SEINE;8220Z Activités de centres d'appels;INTERNE;Etendue
348505256;TELINDUS FRANCE;10 AVENUE DE NORVEGE ZA DE COURTABOEUF;91962;LES ULIS;6202A Programmation, conseil et autres activités informatiques;INTERNE;Etendue
522066455;TELLIER MAGNIER SANDRINE NOTAIRE;28 RUE DE L'ETANG;80620;DOMART EN PONTHIEN;;PROFESSIONNEL;Etendue
391143765;TEMERIS SA;33/34, QUAI DE DION BOUTON;92800;PUTEAUX;6622Z Activités auxiliaires d'assurance et de caisses de retraite;MUTUALISE;Etendue
778148312;TEMPLEUVE DISTRIBUTION;29 RUE MARESQUEL;59242;TEMPLEUVE;4711F Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
429446743;TEMPODIS VOYAGES;RUE CARNOT;59150;WATTRELOS;7911Z Activités des agences de voyage et voyagistes;MUTUALISE;Etendue
353782410;TENCATE GEOSYNTHETICS FRANCE SAS;9 RUE MARCEL PAUL BP 40080;95873;BEZONS CEDEX;1395Z Fabrication d'autres textiles;INTERNE;Etendue
518454632;TENDANCE CUIR;141 CHEMIN DES BELLONS;13190;ALLAUCH;4771Z Autres commerces de détail en magasin spécialisé;EXTERNE;Générale
478889306;TEOREM INGENIERIE;7 RUE EUGENE CORNET;44604;SAINT NAZAIRE;6810Z Activités des marchands de biens immobiliers;MUTUALISE;Etendue
343499612;TER'ELEVAGE;LE RAFOU - ROUTE DE POITIERS;85290;ST LAURENT SUR SEVRE;4623Z Commerce de gros de produits agricoles bruts et d'animaux vivants;PROFESSIONNEL;Etendue
343499612;TER'ELEVAGE;44 RUE DES CHEVALIERS DE MALTE;49450;VILLEDIEU LA BLOUERE;4623Z Commerce de gros de produits agricoles bruts et d'animaux vivants;MUTUALISE;Etendue
726820236;TEREX CRANES FRANCE SAS;ZONE INDUSTRIELLE DE LA SAULE BP 104;71304;MONTCEAU LES MINES;;INTERNE;Générale
480440809;TERGNIER;1 BLD GUSTAVE GREGOIRE;02700;TERGNIER;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
775709637;TERRA LACTA;2 RUE DE LA GLACIERE;17700;SURGERES;4633Z Commerce de gros de produits alimentaires, de boissons et de tabac;INTERNE;Etendue
810046870;TERRA NEUVA;2, RUE DE L'ABBAYE SAINT JEAN;35400;SAINT MALO;8230Z Organisation de salons professionnels et congrès;EXTERNE;Etendue
785950577;TERRALIA;2 ALLEE EUGENE MOUCHOT;91130;RIS ORANGIS;4110A Promotion immobilière;MUTUALISE;Etendue
528585839;TERRE D'APPELS FORMATION;1 RUE JOB;67100;STRASBOURG;8220Z Activités de centres d'appels;MUTUALISE;Etendue
272200023;TERRE ET BAIE HABITAT;17 RUE PARMENTIER;22000;SAINT-BRIEUC;;INTERNE;Etendue
562110346;TERREAL;13/17 RUE PAGES;92150;SURESNES;2332Z Fabrication de matériaux de construction en terre cuite;INTERNE;Etendue
429707292;TERRENA;LE NOELLE;44155;ANCENIS CEDEX;4623Z Commerce de gros de produits agricoles bruts et d'animaux vivants;MUTUALISE;Etendue
308877943;TERRENA GRAND PUBLIC;7 AVENUE JEAN JOXE;49100;ANGERS;512A Commerce de gros de produits agricoles bruts;MUTUALISE;Etendue
403184120;TERRENA INNOVATION;LA NOELLE;44150;ANCENIS;7112B Activités d'architecture et d'ingénierie;MUTUALISE;Etendue
775715881;TERRENA POITOU;AVENUE THOMAS EDISON- BP 90159;86961;FUTUROSCOPE;4621Z Commerce de gros de produits agricoles bruts et d'animaux vivants;MUTUALISE;Etendue
338355100;TERRENA SERVICES;LA NOELLE;44150;ANCENIS;4520B Entretien et réparation de véhicules automobiles;MUTUALISE;Etendue
612007468;TERRES D'EUROPE SCAFR;91 RUE DU FAUBOURG SAINT-HONORE;75008;PARIS;742A Activités d'architecture et d'ingénierie;PROFESSIONNEL;Etendue
279000038;TERRITOIRE HABITAT;44 BIS RUE PARANT CS 40189;90000;BELFORT;6820A Location et exploitation de biens immobiliers propres ou loués;INTERNE;Etendue
390599769;TESSIER LAURENT;24 RUE DE LES CHERIS BP 10;50220;DUCEY;;PROFESSIONNEL;Etendue
123456789;TEST SCIL;14 RUE GAGNEE;94400;VITRY;0123Z Cultures permanentes;;Générale
752032888;TEXGROUPEMENT;10 AVENUE DU GIROU;31620;VILLENEUVE-LES-BOULOC;4642Z Commerce de gros de biens domestiques;INTERNE;Générale
492394952;TG CONCEPT;109 RUE DU 1ER MARS 1943 LA RIZE - BAT. B;69612;VILLEURBANNE;Code APE:;MUTUALISE;Etendue
523316230;TGW FRANCE;17 AV. DIDIER DAURAT - BATIMENT EUCLIDE;31700;BLAGNAC;8299Z Activités de soutien aux entreprises n.c.a.;INTERNE;Etendue
478312614;TH CONSEIL;2 CHEMIN DE LA CHAUDERAIE;69340;FRANCHEVILLE;7022Z Conseil de gestion;INTERNE;Etendue
788374544;THABART - DECHAUFFOUR - O'NEIL ET VEILLON;2 QUAI NORD DU PORT;85400;LUCON;6910Z Activités juridiques;PROFESSIONNEL;Etendue
383470937;THALES;110, AVENUE DU MARECHAL LECLERC;49300;CHOLET;2630Z Fabrication d'équipements de communication;INTERNE;Etendue
414725101;THALES ALENIA SPACE FRANCE;5 ALLEE DES GABIANS BP 99;06156;CANNES LA BOCCA;3030Z Construction aéronautique et spatiale;INTERNE;Etendue
552059024;THALES SA;TOUR CARPE DIEM  31 PLACE DES COROLLES;92098;PARIS LA DEFENSE CEDEX;Code APE:;INTERNE;Partielle
318733367;THE BANK OF TOKYO-MITSUBISHI UFJ,LTD;IMMEUBLE LE CENTORIAL 18 RUE DU QUATRE SEPTEMBRE 75080 PARIS CEDEX 02;75080;PARIS;6419Z Intermédiation monétaire;INTERNE;Générale
498777846;THE BEST MATCH FRANCE SAS;27 RUE NICOLO;75116;PARIS;723Z Traitement de données;INTERNE;Etendue
798219366;THE BLUE OCEAN SAILOR COMPANY;LES ESPACES ANTIPOLIS 300 ROUTE DES CRÈTES CS 70116;06560;VALBONNE;7022Z Conseil de gestion;EXTERNE;Etendue
803397652;THE FIRM ORGANISATION;IMMEUBLE LE LEEDS – 253 - BOULEVARD DU LEEDS;59777;LILLE CDX 9;7220Z Recherche-développement en sciences humaines et sociales;INTERNE;Générale
523106326;THE FOOTBALL SOCIAL CLUB;20 RUE CAMBON;75001;PARIS;5819Z édition de livres et périodiques et autres activités d'édition;EXTERNE;Etendue
449889898;THE MARKETECH GROUP;3 RUE EMILE PEHANT;44000;NANTES;7320Z Études de marché et sondages;INTERNE;Générale
353944093;THE MARKETINGROUP;20 BOULEVARD DU PARC;92200;NEUILLY-SUR-SEINE;8220Z Activités de centres d'appels;MUTUALISE;Etendue
784276180;THEATRE NATIONAL DE L'ODEON;2 RUE CORNEILLE;75006;PARIS;9001Z Activités créatives, artistiques et de spectacle;INTERNE;Etendue
513211425;THEBLUEPILL;157 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;6209Z Programmation, conseil et autres activités informatiques;EXTERNE;Etendue
333633790;THELEM;9 AVENUE VICTOR HUGO;69160;TASSIN LA DEMI LUNE;8220Z Activités de centres d'appels;INTERNE;Etendue
085580488;THELEM ASSURANCES;LE CROC;45430;CHECY;6512Z Assurance;MUTUALISE;Etendue
539477059;THELEM PREVOYANCE;LE CROC;45430;CHECY;6512Z Assurance;MUTUALISE;Etendue
412068397;THELEME;6 ALLEE DU HARAS;49100;ANGERS;5829C édition de logiciels;INTERNE;Etendue
519372957;THEO LEZER ET ALEXY LEZER;30, RUE SAINT VICTOR;54190;VILLERUPT;6910Z Activités juridiques;PROFESSIONNEL;Etendue
484394382;THERM OUEST;4 ALLEE DS CERISIERS;31150;GAGNAC SUR GARONNE;4322B Travaux d'installation électrique, plomberie et autres travaux d'installation;EXTERNE;Etendue
332713106;THERMAUVERGNE;8 AVENUE ANATOLE FRANCE;63130;ROYAT;9499Z Activités des autres organisations associatives;SALARIE;Etendue
316054014;THERMIQUE ELECTROMECANIQUE PLOMBERIE;4 PASSAGE SAINT-ANTOINE;92508;RUEIL-MALMAISON CEDEX;453F Travaux d'installation;PROFESSIONNEL;Etendue
321783862;THERMO REFRIGERATION;ZONE INDUSTRIELLE DE LUCEAU;72500;CHATEAU DU LOIR;3320B Installation de machines et d'équipements industriels;SALARIE;Etendue
323459925;THERMOCOAX;PLANQUIVON;61430;ATHIS DE L'ORNE;2732Z Fabrication de fils et câbles et de matériel d'installation électrique;INTERNE;Etendue
428764682;THERMODYN SAS;480 ALLEE GUSTAVE EIFFEL BP 119;71203;LE CREUSOT CEDEX;2813Z Fabrication de machines d'usage général;MUTUALISE;Etendue
447966030;THERMOLAC 08;ZONE ARTISANALE LA BOUTILLETTE;08440;VIVIER AU COURT;;MUTUALISE;Etendue
329545008;THERMOR PACIFIC;17 RUE CROIX-FAUCHET;45140;SAINT JEAN DE LA RUELLE;2751Z Fabrication d'appareils ménagers;MUTUALISE;Etendue
480977610;THIBAUT BOUCHERY;207 RUE DES AUGES;60680;GRANDFRESNOY;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
784349946;THIBIERGE PONE FREMEAUX PALUD SARAZIN SAGAUT CHAPUT;9 RUE D'ASTORG;75008;PARIS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
484428420;THIBOUD HERVE;46 RUE DES MARTYRS DE LA RESISTANCE;42800;RIVE DE GIER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
306864810;THIENOT  GAITHIER LOGEART ET ROLLIN NOTAIRES ASSOCIES;23 RUE LIBERGIER B.P. 419;51064;REIMS CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
389383183;THIERRY BECHMANN NORAIRE;1 RUE DE LA GARE;67270;HOCHFELDEN;6910Z Activités juridiques;PROFESSIONNEL;Etendue
448997965;THIERRY DAMBRE ET MARGOT SORDET;1 A RUE DE MONCEL;78121;CRESPIERES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
383277233;THIMEAU;Z.I NORD EXTENSION OUEST 13 RUE ISAAC NEWTON;77100;MEAUX;7729Z Location et location-bail de biens personnels et domestiques;SALARIE;Etendue
810524686;THINKIT SARL;2 PLACE DE TOURAINE;78000;VERSAILLES;7021Z Conseil de gestion;EXTERNE;Etendue
342913811;THINUS-D'ANZI;20 AVENUE MARECHAL LECLERC;51009;CHALONS EN CHAMPAGNE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
528040132;THIONVILLE DISTRIBUTION;14 RUE DE THIONVILLE;75019;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
499869568;THIRD VOICE;125 RUE DU THEATRE;75015;PARIS;741G Activités juridiques, comptables et de conseil de gestion;EXTERNE;Etendue
438877979;THIRIET EMMANUELLE;6 PLACE DU MARCHE BP 8;57320;BOUZONVILLE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
378621593;THOMAS;1 ZI DU FOND DES PRES;91460;MARCOUSSIS;4621Z Commerce de gros de produits agricoles bruts et d'animaux vivants;EXTERNE;Etendue
801938416;THOMAS CALMET NOTAIRE ASSOCIE;51 RUE GAMBETTA;08400;VOUZIERS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
349731851;THOMAS JEAN PIERRE;2 RUE DU MARECHAL FOCH BP6;67190;MUTZIG;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
794577924;THOMAS PELLETIER;2 RUE DE LA VOUTE;34220;SAINT PONS DE THOMIERES;Code APE: 6910;PROFESSIONNEL;Etendue
531191468;THOMAS SUD-OUEST;LES ERABLES  - RUE DU LAC;31670;LABEGE;4621Z Commerce de gros de produits agricoles bruts et d'animaux vivants;EXTERNE;Etendue
383461191;THOMSON LICENSING;1-5 RUE JEANNE D'ARC;92130;ISSY-LES-MOULINEAUX;7740Z Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright;MUTUALISE;Etendue
434681433;THOMSON REUTERS (SCIENTIFIC) SAS;141 AVENUE DE CLICHY IMMEUBLE LE BROCHANT;75017;PARIS;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";INTERNE;Etendue
352936876;THOMSON REUTERS FRANCE;6-8 BOULEVARD HAUSSMANN;75009;PARIS;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";INTERNE;Partielle
803053255;THREE CROWNS (SERVICES) LLP;104, AVENUE DES CHAMPS ELYSEES;75008;PARIS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
542091186;THUASNE;120, RUE MARIUS AUFAN CS 10032;92309;LEVALLOIS-PERRET CEDEX;1396Z Fabrication d'autres textiles;INTERNE;Etendue
414814798;THYSSENKRUPP ELECTRICAL STEEL UGO;RUE ROGER SALENGRO;62330;ISBERGUES;2410Z Sidérurgie;INTERNE;Etendue
302507652;THYSSENKRUPP PRESTA FRANCE;Z.I SAINTE AGATHE - 8 RUE LAVOISIER;57190;FLORANGE;2932Z Fabrication d'équipements automobiles;INTERNE;Etendue
595920117;TIAC;RUE DE LIMACON;41190;HERBAULT;"284B ""Forge, emboutissage, estampage ; métallurgie des poudres""";PROFESSIONNEL;Etendue
433724838;TIB1;7 ALLEE CARAVELLE;33127;MARTIGNAS SUR JALLE;6201Z Programmation, conseil et autres activités informatiques;INTERNE;Etendue
424865194;TIDEST-JOUBERT;ZA LA FONTAINE;51300;THIEBLEMONT;3320A Installation de machines et d'équipements industriels;MUTUALISE;Etendue
412972366;TIERCELIN-BRUNET;9 RUE DU PONT BP 30085;41402;MONTRICHARD CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
507525798;TIERDIS;4 RUE THIERS;38000;GRENOBLE;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
522661495;TIGERLILY;34 RUE DU FAUBOURG SAINT-ANTOINE;75012;PARIS;6201Z Programmation, conseil et autres activités informatiques;INTERNE;Etendue
480662026;TIKEHAU CAPITAL ADVISORS;32, RUE DE MONCEAU;75008;PARIS;7010Z Activités des sièges sociaux;MUTUALISE;Etendue
;TIKIPHONE SA;CENTRE VAIMA BP 440;98713;PAPEETE;642C Télécommunications;INTERNE;Etendue
789120649;TILKEE;11 RUE DE L'ANNONCIADE, LYON, FRANCE;69001;LYON;5829C édition de logiciels;INTERNE;Etendue
432243921;TIM BUS;7 RUE DES FRERES MONGOLFIER - ZA DE LA DEMI LUNE 7 RUE DES FRERES MONTGOLFIER;95420;MAGNY EN VEXIN;4939A Autres transports terrestres de voyageurs;MUTUALISE;Etendue
439680588;TIM CONSULTING;217 BOULEVARD SAINT DENIS;92400;COURBEVOIE;6202A Programmation, conseil et autres activités informatiques;EXTERNE;Etendue
438953747;TIMOUK CHRISTELLE HUISSIER DE JUSTICE;1 RUE ADOLPHE ADAM RESIDENCE LE RENOUVEAU;91160;LONGJUMEAU;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
823154570;TISF ADMR AIN;801 RUE DE LA SOURCE BP 70014;01442;VIRIAT;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue
